2021-10-22 14:11:02.5635|DEBUG|SeleniumProj.Falconeri|Language selected...
2021-10-22 14:11:04.7245|DEBUG|SeleniumProj.Falconeri|Login button clicked...
2021-10-22 14:11:04.9276|DEBUG|SeleniumProj.Falconeri|Email field filled out...
2021-10-22 14:11:05.0103|DEBUG|SeleniumProj.Falconeri|Password field filled out...
2021-10-22 14:11:05.1273|DEBUG|SeleniumProj.Falconeri|Final Login button clicked...
2021-10-22 14:11:08.0374|DEBUG|SeleniumProj.Falconeri|Address button clicked...
2021-10-22 14:11:08.8982|DEBUG|SeleniumProj.Falconeri|Add address button clicked...
2021-10-22 14:11:08.9734|DEBUG|SeleniumProj.Falconeri|First name entered...
2021-10-22 14:11:09.1398|DEBUG|SeleniumProj.Falconeri|Last name entered...
2021-10-22 14:11:09.3576|DEBUG|SeleniumProj.Falconeri|Street address entered...
2021-10-22 14:11:09.4748|DEBUG|SeleniumProj.Falconeri|City entered...
2021-10-22 14:11:09.6465|DEBUG|SeleniumProj.Falconeri|Postcode field entered...
2021-10-22 14:11:09.7303|DEBUG|SeleniumProj.Falconeri|State clicked...
2021-10-22 14:11:10.7807|DEBUG|SeleniumProj.Falconeri|State choosen...
2021-10-22 14:11:10.8275|DEBUG|SeleniumProj.Falconeri|Country clicked...
2021-10-22 14:11:11.8740|DEBUG|SeleniumProj.Falconeri|Country choosen...
2021-10-22 14:11:11.9373|DEBUG|SeleniumProj.Falconeri|Save changes clicked...
2021-10-22 14:11:14.3269|DEBUG|SeleniumProj.Falconeri|Logo button clicked...
2021-10-22 14:11:15.3417|FATAL|SeleniumProj.Falconeri|Exception: OpenQA.Selenium.NoSuchWindowException: no such window: window was already closed
  (Session info: chrome=95.0.4638.54)
  at OpenQA.Selenium.Remote.RemoteWebDriver.UnpackAndThrowOnError (OpenQA.Selenium.Remote.Response errorResponse) [0x00121] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.Remote.RemoteWebDriver.Execute (System.String driverCommandToExecute, System.Collections.Generic.Dictionary`2[TKey,TValue] parameters) [0x0003d] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.Remote.RemoteWebDriver.FindElement (System.String mechanism, System.String value) [0x0001e] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.Remote.RemoteWebDriver.FindElementByXPath (System.String xpath) [0x00000] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.By+<>c__DisplayClass19_0.<XPath>b__0 (OpenQA.Selenium.ISearchContext context) [0x00000] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.By.FindElement (OpenQA.Selenium.ISearchContext context) [0x00000] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.Remote.RemoteWebDriver.FindElement (OpenQA.Selenium.By by) [0x00019] in <19027cc8501444099501b87290061165>:0 
  at SeleniumProj.Falconeri.FindElement (OpenQA.Selenium.By selector, NLog.Logger logger) [0x00004] in /Users/SoldoA/Documents/GitHub/SeleniumAutomation/SeleniumProj/Falconeri.cs:48 
