2021-10-21 13:13:06.4179|DEBUG|SeleniumProj.Falconeri|Language selected...
2021-10-21 13:13:08.5652|DEBUG|SeleniumProj.Falconeri|Login button clicked...
2021-10-21 13:13:08.7063|DEBUG|SeleniumProj.Falconeri|Email field filled out...
2021-10-21 13:13:08.8205|DEBUG|SeleniumProj.Falconeri|Password field filled out...
2021-10-21 13:13:09.0076|DEBUG|SeleniumProj.Falconeri|Final Login button clicked...
2021-10-21 13:13:11.7529|DEBUG|SeleniumProj.Falconeri|Address button clicked...
2021-10-21 13:13:12.5101|DEBUG|SeleniumProj.Falconeri|Add address button clicked...
2021-10-21 13:13:12.6766|DEBUG|SeleniumProj.Falconeri|First name entered...
2021-10-21 13:13:12.8559|DEBUG|SeleniumProj.Falconeri|Last name entered...
2021-10-21 13:13:13.1899|DEBUG|SeleniumProj.Falconeri|Street address entered...
2021-10-21 13:13:13.3470|DEBUG|SeleniumProj.Falconeri|City entered...
2021-10-21 13:13:13.4412|DEBUG|SeleniumProj.Falconeri|Postcode field entered...
2021-10-21 13:13:13.5913|DEBUG|SeleniumProj.Falconeri|State clicked...
2021-10-21 13:13:14.7291|DEBUG|SeleniumProj.Falconeri|State choosen...
2021-10-21 13:13:14.8071|DEBUG|SeleniumProj.Falconeri|Country clicked...
2021-10-21 13:13:15.8843|DEBUG|SeleniumProj.Falconeri|Country choosen...
2021-10-21 13:13:16.0066|DEBUG|SeleniumProj.Falconeri|Save changes clicked...
2021-10-21 13:13:17.5937|DEBUG|SeleniumProj.Falconeri|Logo button clicked...
2021-10-21 13:13:18.6762|ERROR|SeleniumProj.Falconeri|No such element: By.XPath: .//*[@class='js-topCategory categoriesMasterMenu-topCategory-link underlineAnimation analytics-master-menu active'] could be found.
