2021-10-22 10:56:10.1612|DEBUG|SeleniumProj.Falconeri|0120132312313123
2021-10-22 10:56:11.4307|DEBUG|SeleniumProj.Falconeri|Language selected...
2021-10-22 10:56:13.5252|DEBUG|SeleniumProj.Falconeri|Login button clicked...
2021-10-22 10:56:13.7605|DEBUG|SeleniumProj.Falconeri|Email field filled out...
2021-10-22 10:56:13.8408|DEBUG|SeleniumProj.Falconeri|Password field filled out...
2021-10-22 10:56:13.9512|DEBUG|SeleniumProj.Falconeri|Final Login button clicked...
2021-10-22 10:56:16.6395|DEBUG|SeleniumProj.Falconeri|Address button clicked...
2021-10-22 10:56:17.3528|DEBUG|SeleniumProj.Falconeri|Add address button clicked...
2021-10-22 10:56:17.6012|DEBUG|SeleniumProj.Falconeri|First name entered...
2021-10-22 10:56:17.8579|DEBUG|SeleniumProj.Falconeri|Last name entered...
2021-10-22 10:56:18.1135|DEBUG|SeleniumProj.Falconeri|Street address entered...
2021-10-22 10:56:18.2616|DEBUG|SeleniumProj.Falconeri|City entered...
2021-10-22 10:56:18.3581|DEBUG|SeleniumProj.Falconeri|Postcode field entered...
2021-10-22 10:56:18.4757|DEBUG|SeleniumProj.Falconeri|State clicked...
2021-10-22 10:56:19.4910|FATAL|SeleniumProj.Falconeri|Exception: OpenQA.Selenium.NoSuchWindowException: no such window: window was already closed
  (Session info: chrome=95.0.4638.54)
  at OpenQA.Selenium.Remote.RemoteWebDriver.UnpackAndThrowOnError (OpenQA.Selenium.Remote.Response errorResponse) [0x00121] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.Remote.RemoteWebDriver.Execute (System.String driverCommandToExecute, System.Collections.Generic.Dictionary`2[TKey,TValue] parameters) [0x0003d] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.Remote.RemoteWebDriver.FindElement (System.String mechanism, System.String value) [0x0001e] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.Remote.RemoteWebDriver.FindElementByXPath (System.String xpath) [0x00000] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.By+<>c__DisplayClass19_0.<XPath>b__0 (OpenQA.Selenium.ISearchContext context) [0x00000] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.By.FindElement (OpenQA.Selenium.ISearchContext context) [0x00000] in <19027cc8501444099501b87290061165>:0 
  at OpenQA.Selenium.Remote.RemoteWebDriver.FindElement (OpenQA.Selenium.By by) [0x00019] in <19027cc8501444099501b87290061165>:0 
  at SeleniumProj.Falconeri.FindElement (OpenQA.Selenium.By selector, NLog.Logger logger) [0x00004] in /Users/SoldoA/Documents/GitHub/SeleniumAutomation/SeleniumProj/Falconeri.cs:47 
