2021-10-27 13:03:06.9242|DEBUG|SeleniumProj.Falconeri|Language selected...
2021-10-27 13:03:08.1037|DEBUG|SeleniumProj.Falconeri|Email entered...
2021-10-27 13:03:08.1815|DEBUG|SeleniumProj.Falconeri|Register button clicked...
2021-10-27 13:03:09.0163|DEBUG|SeleniumProj.Falconeri|Number selector clicked...
2021-10-27 13:03:09.0691|DEBUG|SeleniumProj.Falconeri|Number choses
2021-10-27 13:03:09.2547|DEBUG|SeleniumProj.Falconeri|Phone number entered...
2021-10-27 13:03:09.3913|DEBUG|SeleniumProj.Falconeri|Go button clicked...
2021-10-27 13:03:10.4008|DEBUG|SeleniumProj.Falconeri|Gender selected...
2021-10-27 13:03:10.4845|DEBUG|SeleniumProj.Falconeri|First name entered...
2021-10-27 13:03:10.6086|DEBUG|SeleniumProj.Falconeri|Last name entered...
2021-10-27 13:03:10.7103|DEBUG|SeleniumProj.Falconeri|Password entered...
2021-10-27 13:03:10.8051|DEBUG|SeleniumProj.Falconeri|Repeated password entered...
2021-10-27 13:03:10.9539|DEBUG|SeleniumProj.Falconeri|Receving news choice selected...
2021-10-27 13:03:11.0496|DEBUG|SeleniumProj.Falconeri|Subscribing for Falconeri Loyalty...
2021-10-27 13:03:11.4912|DEBUG|SeleniumProj.Falconeri|registration button clicked...
