2021-10-21 13:17:40.6943|DEBUG|SeleniumProj.Falconeri|Language selected...
2021-10-21 13:17:42.8850|DEBUG|SeleniumProj.Falconeri|Login button clicked...
2021-10-21 13:17:43.2230|DEBUG|SeleniumProj.Falconeri|Email field filled out...
2021-10-21 13:17:43.3409|DEBUG|SeleniumProj.Falconeri|Password field filled out...
2021-10-21 13:17:43.5457|DEBUG|SeleniumProj.Falconeri|Final Login button clicked...
2021-10-21 13:17:46.7655|DEBUG|SeleniumProj.Falconeri|Address button clicked...
2021-10-21 13:17:47.3371|DEBUG|SeleniumProj.Falconeri|Add address button clicked...
2021-10-21 13:17:47.5161|DEBUG|SeleniumProj.Falconeri|First name entered...
2021-10-21 13:17:47.6859|DEBUG|SeleniumProj.Falconeri|Last name entered...
2021-10-21 13:17:47.8529|DEBUG|SeleniumProj.Falconeri|Street address entered...
2021-10-21 13:17:48.0990|DEBUG|SeleniumProj.Falconeri|City entered...
2021-10-21 13:17:48.2027|DEBUG|SeleniumProj.Falconeri|Postcode field entered...
2021-10-21 13:17:48.3500|DEBUG|SeleniumProj.Falconeri|State clicked...
2021-10-21 13:17:49.4957|DEBUG|SeleniumProj.Falconeri|State choosen...
2021-10-21 13:17:49.5751|DEBUG|SeleniumProj.Falconeri|Country clicked...
2021-10-21 13:17:50.6513|DEBUG|SeleniumProj.Falconeri|Country choosen...
2021-10-21 13:17:50.7739|DEBUG|SeleniumProj.Falconeri|Save changes clicked...
2021-10-21 13:17:51.8519|DEBUG|SeleniumProj.Falconeri|Logo button clicked...
2021-10-21 13:17:55.5379|DEBUG|SeleniumProj.Falconeri|Category button clicked...
