2021-10-20 15:07:58.8425|DEBUG|SeleniumProj.Falconeri|Language selected...
2021-10-20 15:08:01.0332|DEBUG|SeleniumProj.Falconeri|Accept cookies...
2021-10-20 15:08:01.1598|DEBUG|SeleniumProj.Falconeri|Email input selected...
2021-10-20 15:08:01.3174|DEBUG|SeleniumProj.Falconeri|Email entered...
2021-10-20 15:08:01.6868|DEBUG|SeleniumProj.Falconeri|Register button clicked...
2021-10-20 15:08:03.2844|DEBUG|SeleniumProj.Falconeri|Number selector clicked...
2021-10-20 15:08:03.3512|DEBUG|SeleniumProj.Falconeri|Number choses
2021-10-20 15:08:03.4179|DEBUG|SeleniumProj.Falconeri|Phone number entered...
2021-10-20 15:08:03.5062|DEBUG|SeleniumProj.Falconeri|Go button clicked...
2021-10-20 15:08:05.3032|DEBUG|SeleniumProj.Falconeri|Gender selected...
2021-10-20 15:08:05.3628|DEBUG|SeleniumProj.Falconeri|First name entered...
2021-10-20 15:08:05.4341|DEBUG|SeleniumProj.Falconeri|Last name entered...
2021-10-20 15:08:05.6296|DEBUG|SeleniumProj.Falconeri|Password entered...
2021-10-20 15:08:05.7153|DEBUG|SeleniumProj.Falconeri|Repeated password entered...
2021-10-20 15:08:05.9277|DEBUG|SeleniumProj.Falconeri|Receving news choice selected...
2021-10-20 15:08:05.9986|DEBUG|SeleniumProj.Falconeri|Subscribing for Falconeri Loyalty...
2021-10-20 15:08:06.3122|ERROR|SeleniumProj.Falconeri|No such element: By.XPath: .//*[@id='ae-formFieldLabelOptIn_o4dh9xfsx3e_0'] could be found.
