2021-10-20 15:09:09.1688|DEBUG|SeleniumProj.Falconeri|Language selected...
2021-10-20 15:09:11.3373|DEBUG|SeleniumProj.Falconeri|Accept cookies...
2021-10-20 15:09:11.4410|DEBUG|SeleniumProj.Falconeri|Email input selected...
2021-10-20 15:09:11.5305|DEBUG|SeleniumProj.Falconeri|Email entered...
2021-10-20 15:09:11.8440|DEBUG|SeleniumProj.Falconeri|Register button clicked...
2021-10-20 15:09:13.2272|DEBUG|SeleniumProj.Falconeri|Number selector clicked...
2021-10-20 15:09:13.3063|DEBUG|SeleniumProj.Falconeri|Number choses
2021-10-20 15:09:13.3779|DEBUG|SeleniumProj.Falconeri|Phone number entered...
2021-10-20 15:09:13.4647|DEBUG|SeleniumProj.Falconeri|Go button clicked...
2021-10-20 15:09:15.0899|DEBUG|SeleniumProj.Falconeri|Gender selected...
2021-10-20 15:09:15.1782|DEBUG|SeleniumProj.Falconeri|First name entered...
2021-10-20 15:09:15.3268|DEBUG|SeleniumProj.Falconeri|Last name entered...
2021-10-20 15:09:15.4356|DEBUG|SeleniumProj.Falconeri|Password entered...
2021-10-20 15:09:15.6151|DEBUG|SeleniumProj.Falconeri|Repeated password entered...
2021-10-20 15:09:15.6920|DEBUG|SeleniumProj.Falconeri|Receving news choice selected...
2021-10-20 15:09:15.7649|DEBUG|SeleniumProj.Falconeri|Subscribing for Falconeri Loyalty...
2021-10-20 15:09:16.1097|DEBUG|SeleniumProj.Falconeri|Month clicked...
