2021-10-21 16:15:21.9424|DEBUG|SeleniumProj.Falconeri|Language selected...
2021-10-21 16:15:24.1081|DEBUG|SeleniumProj.Falconeri|Login button clicked...
2021-10-21 16:15:24.3095|DEBUG|SeleniumProj.Falconeri|Email field filled out...
2021-10-21 16:15:24.3964|DEBUG|SeleniumProj.Falconeri|Password field filled out...
2021-10-21 16:15:24.5105|DEBUG|SeleniumProj.Falconeri|Final Login button clicked...
2021-10-21 16:15:27.1286|DEBUG|SeleniumProj.Falconeri|Address button clicked...
2021-10-21 16:15:27.8296|DEBUG|SeleniumProj.Falconeri|Add address button clicked...
2021-10-21 16:15:28.0709|DEBUG|SeleniumProj.Falconeri|First name entered...
2021-10-21 16:15:28.3706|DEBUG|SeleniumProj.Falconeri|Last name entered...
2021-10-21 16:15:28.6060|DEBUG|SeleniumProj.Falconeri|Street address entered...
2021-10-21 16:15:28.7268|DEBUG|SeleniumProj.Falconeri|City entered...
2021-10-21 16:15:28.8293|DEBUG|SeleniumProj.Falconeri|Postcode field entered...
2021-10-21 16:15:28.9749|DEBUG|SeleniumProj.Falconeri|State clicked...
2021-10-21 16:15:30.0585|DEBUG|SeleniumProj.Falconeri|State choosen...
2021-10-21 16:15:30.1290|DEBUG|SeleniumProj.Falconeri|Country clicked...
2021-10-21 16:15:31.1820|DEBUG|SeleniumProj.Falconeri|Country choosen...
2021-10-21 16:15:31.2761|DEBUG|SeleniumProj.Falconeri|Save changes clicked...
2021-10-21 16:15:32.5663|DEBUG|SeleniumProj.Falconeri|Logo button clicked...
2021-10-21 16:15:34.9468|DEBUG|SeleniumProj.Falconeri|Sub category button clicked...
2021-10-21 16:15:36.2468|DEBUG|SeleniumProj.Falconeri|Second sub category button clicked...
2021-10-21 16:15:36.2468|DEBUG|SeleniumProj.Falconeri|Test finished!
